timestep,day,day_of_week,is_weekend,hour,num_vehicles,active_nodes,mean_node_load,max_node_load,mean_edge_load,max_edge_load,traffic,temperature,wind,aqi,disaster_type,disaster_zone,disaster_severity,zone_hazard,blocked_ratio,evacuated_count,evacuating_count,evac_rate,shelter_util,avg_response_time
121,5,5,1,1,20,42,1.3333333333333333,4.0,1.0555555555555556,2.0,82.75366439890772,22.947833674387685,4.022212626554301,130.2386534901599,fire,4,0.6,0.64,0.050505050505050504,10,8,0.2777777777777778,0.6666666666666666,67.33333333333333
122,5,5,1,2,20,42,1.3333333333333333,3.0,1.0,1.0,75.90542865377293,26.349713308058053,4.563530032761493,130.16073976587785,fire,4,0.6,0.6599999999999999,0.06868686868686869,10,8,0.2777777777777778,0.0,67.33333333333333
123,5,5,1,3,20,44,1.2727272727272727,3.0,1.0,1.0,80.50188648156215,26.30453533323738,3.8022749113813417,134.13846681992374,fire,4,0.6,0.6799999999999999,0.08080808080808081,10,8,0.2777777777777778,0.6666666666666666,67.33333333333333
124,5,5,1,4,20,39,1.435897435897436,3.0,1.0,1.0,79.39448174186083,26.36635549924547,3.6928983965749174,129.75201628290426,fire,4,0.6,0.7,0.06868686868686869,10,8,0.2777777777777778,0.0,67.33333333333333
125,5,5,1,5,20,40,1.4,5.0,1.0,1.0,103.26297397174343,28.536496995759723,3.96105355979482,157.38315139853356,fire,4,0.6,0.72,0.07474747474747474,10,8,0.2777777777777778,1.3333333333333333,67.33333333333333
126,5,5,1,6,20,43,1.302325581395349,5.0,1.0,1.0,127.95445544020829,27.47948594470254,2.8538623848705913,179.4762885826317,fire,4,0.6,0.74,0.08888888888888889,10,8,0.2777777777777778,0.3333333333333333,67.33333333333333
127,5,5,1,7,20,42,1.3333333333333333,5.0,1.0526315789473684,2.0,165.3011277845522,27.834372260090273,2.3624863974229076,217.8645216835993,fire,4,0.6,0.76,0.06464646464646465,10,8,0.2777777777777778,0.0,67.33333333333333
128,5,5,1,8,20,45,1.2444444444444445,5.0,1.0555555555555556,2.0,196.8448693050318,27.004993985213503,1.977730901387521,249.9017855410791,fire,4,0.6,0.78,0.052525252525252523,10,8,0.2777777777777778,0.0,67.33333333333333
129,5,5,1,9,20,43,1.302325581395349,5.0,1.0526315789473684,2.0,203.7129123067356,26.64337443721879,1.6460732547806134,257.05017967096376,fire,4,0.6,0.8,0.06868686868686869,11,7,0.3055555555555556,1.0,67.33333333333333
130,5,5,1,10,20,45,1.2444444444444445,4.0,1.0,1.0,173.09483003829934,23.664475775102904,1.8639699520373225,225.91439562661756,fire,4,0.6,0.82,0.06666666666666667,11,7,0.3055555555555556,0.3333333333333333,67.33333333333333
131,5,5,1,11,20,50,1.12,4.0,1.0,1.0,160.55539500558783,22.942306945381112,1.0096466303670422,214.22662936000353,fire,4,0.6,0.84,0.08282828282828283,13,5,0.3611111111111111,0.6666666666666666,67.33333333333333
132,5,5,1,12,20,45,1.2444444444444445,5.0,1.0,1.0,158.897609679704,22.207778001377186,1.2287050124686774,208.77803895198846,fire,4,0.6,0.86,0.0707070707070707,14,4,0.3888888888888889,0.6666666666666666,67.33333333333333
133,5,5,1,13,20,45,1.2444444444444445,4.0,1.0526315789473684,2.0,153.30079988820435,20.39422189046702,1.1878064006376605,206.24688903516355,fire,4,0.6,0.88,0.09090909090909091,14,4,0.3888888888888889,1.3333333333333333,67.33333333333333
134,5,5,1,14,20,44,1.2727272727272727,4.0,1.0,1.0,157.9197511928815,18.31166930777284,1.5855952310543941,207.90444564377913,fire,4,0.6,0.8999999999999999,0.08888888888888889,16,2,0.4444444444444444,1.6666666666666667,67.33333333333333
135,5,5,1,15,20,43,1.302325581395349,4.0,1.0,1.0,173.96925425631412,18.42591300253283,1.6004277718228928,227.52749650129067,fire,4,0.6,0.9199999999999999,0.08686868686868687,16,2,0.4444444444444444,0.0,67.33333333333333
136,5,5,1,16,20,40,1.4,4.0,1.0,1.0,194.7934645823445,14.826531977191536,2.010931423358856,241.68480289122246,fire,4,0.6,0.94,0.09292929292929293,16,2,0.4444444444444444,1.0,67.33333333333333
137,5,5,1,17,20,40,1.4,6.0,1.0,1.0,249.78911637763335,16.501361740962636,2.430575876331473,294.5751336433666,fire,4,0.6,0.96,0.09494949494949495,16,2,0.4444444444444444,0.0,67.33333333333333
138,5,5,1,18,20,45,1.2444444444444445,4.0,1.0,1.0,233.79766455461183,16.934225649327846,3.0763262529903637,278.375729496982,fire,4,0.6,0.98,0.09292929292929293,16,2,0.4444444444444444,1.3333333333333333,67.33333333333333
139,5,5,1,19,20,43,1.302325581395349,5.0,1.0,1.0,235.63426198815043,15.814360063007594,3.2584611113078945,279.4949401836639,fire,4,0.6,1.0,0.08282828282828283,16,2,0.4444444444444444,0.0,67.33333333333333
140,5,5,1,20,20,40,1.4,5.0,1.0,1.0,200.2861114932524,17.035667462810498,4.3726202395936316,244.99318357545005,fire,4,0.6,1.0,0.10707070707070707,17,1,0.4722222222222222,0.6666666666666666,67.33333333333333
141,5,5,1,21,20,41,1.3658536585365855,4.0,1.0,1.0,152.40211886978554,18.718330450611873,3.9382375598733557,199.7597419565006,fire,4,0.6,1.0,0.09090909090909091,17,1,0.4722222222222222,0.0,67.33333333333333
142,5,5,1,22,20,41,1.3658536585365855,3.0,1.0,1.0,120.49381983568448,17.50336646317931,4.193584060464265,173.73912052645662,fire,4,0.6,1.0,0.1191919191919192,17,1,0.4722222222222222,0.6666666666666666,67.33333333333333
143,5,5,1,23,20,44,1.2727272727272727,3.0,1.0,1.0,110.79017544379913,20.7086276283962,4.383158580790943,158.20508751994578,fire,4,0.6,1.0,0.10909090909090909,17,1,0.4722222222222222,1.6666666666666667,67.33333333333333
144,6,6,1,0,20,42,1.3333333333333333,5.0,1.0,1.0,114.77897298974048,22.188491646486852,4.73125955816609,168.96118753916934,fire,4,0.6,1.0,0.10909090909090909,17,1,0.4722222222222222,1.3333333333333333,67.33333333333333
145,6,6,1,1,20,42,1.3333333333333333,3.0,1.0,1.0,100.77643651199037,23.82371139661066,4.324302365263362,159.46315788571408,fire,4,0.6,1.0,0.08888888888888889,17,1,0.4722222222222222,0.6666666666666666,67.33333333333333
146,6,6,1,2,20,42,1.3333333333333333,3.0,1.0,1.0,99.80362194303085,25.145493004046795,4.373504281566759,152.94616640866863,fire,4,0.6,1.0,0.09696969696969697,17,1,0.4722222222222222,0.3333333333333333,67.33333333333333
147,6,6,1,3,20,39,1.435897435897436,3.0,1.0,1.0,99.13819317370402,26.90690934035468,3.803835024007161,154.9386327202722,fire,4,0.6,1.0,0.10909090909090909,17,1,0.4722222222222222,0.3333333333333333,67.33333333333333
148,6,6,1,4,20,40,1.4,4.0,1.0,1.0,112.22043591576079,27.579336283303746,3.8500986315860843,167.59785846754258,fire,4,0.6,1.0,0.1111111111111111,17,1,0.4722222222222222,0.3333333333333333,67.33333333333333
149,6,6,1,5,20,43,1.302325581395349,5.0,1.0,1.0,132.6294854037458,27.579655009499714,3.094599452919089,189.97006325020254,fire,4,0.6,1.0,0.07676767676767676,17,1,0.4722222222222222,0.3333333333333333,67.33333333333333
150,6,6,1,6,20,42,1.3333333333333333,4.0,1.0,1.0,146.9286989734541,28.605590893316283,2.7233504027467124,206.6692540893205,fire,4,0.6,1.0,0.10101010101010101,17,1,0.4722222222222222,0.0,67.33333333333333
151,6,6,1,7,20,42,1.3333333333333333,4.0,1.0526315789473684,2.0,185.05012015685213,28.12630288031337,3.1748101761136387,236.69807504477723,fire,4,0.6,1.0,0.09494949494949495,17,1,0.4722222222222222,0.6666666666666666,67.33333333333333
152,6,6,1,8,20,41,1.3658536585365855,3.0,1.0526315789473684,2.0,198.7131879781178,25.77317622358321,2.6988132934467552,251.52350489084694,fire,4,0.6,1.0,0.08686868686868687,17,1,0.4722222222222222,0.3333333333333333,67.33333333333333
153,6,6,1,9,20,41,1.3658536585365855,5.0,1.0526315789473684,2.0,237.36486206744138,26.46661558817514,1.6016931140306658,290.748990919067,fire,4,0.6,1.0,0.09696969696969697,17,1,0.4722222222222222,0.6666666666666666,67.33333333333333
154,6,6,1,10,20,40,1.4,5.0,1.0526315789473684,2.0,215.6261486169505,25.087515835683913,1.9186918814929497,269.02083593389864,fire,4,0.6,1.0,0.08686868686868687,17,1,0.4722222222222222,0.6666666666666666,67.33333333333333
155,6,6,1,11,20,43,1.302325581395349,4.0,1.0555555555555556,2.0,183.04572367581903,22.920534706258877,1.6925517677071964,239.4824888444489,fire,4,0.6,1.0,0.08686868686868687,17,1,0.4722222222222222,0.3333333333333333,67.33333333333333
156,6,6,1,12,20,42,1.3333333333333333,4.0,1.0526315789473684,2.0,165.75910018083357,23.274549301311517,1.3466352970706446,220.8659569720009,fire,4,0.6,1.0,0.09898989898989899,17,1,0.4722222222222222,0.0,67.33333333333333
157,6,6,1,13,20,42,1.3333333333333333,4.0,1.0588235294117647,2.0,163.64244943412442,20.49166565921583,1.879368716107682,219.78285376813582,fire,4,0.6,1.0,0.08484848484848485,17,1,0.4722222222222222,0.0,67.33333333333333
158,6,6,1,14,20,41,1.3658536585365855,4.0,1.0526315789473684,2.0,171.06277439012814,18.873593681136807,1.5728975733391157,220.06376273417283,fire,4,0.6,1.0,0.09090909090909091,17,1,0.4722222222222222,0.3333333333333333,67.33333333333333
159,6,6,1,15,20,45,1.2444444444444445,5.0,1.0526315789473684,2.0,205.52334242532203,18.41589578005025,1.9613352183766992,252.64762408955363,fire,4,0.6,1.0,0.08484848484848485,18,0,0.5,0.3333333333333333,67.33333333333333
160,6,6,1,16,20,43,1.302325581395349,5.0,1.0,1.0,221.70775284259372,16.535219817861265,2.750706457586817,265.3093198619126,fire,4,0.6,1.0,0.08888888888888889,18,0,0.5,1.0,67.33333333333333
161,6,6,1,17,20,44,1.2727272727272727,4.0,1.0,1.0,226.2432747697444,16.007850590996835,2.5299543614219178,272.5789121449947,fire,4,0.6,1.0,0.09696969696969697,18,0,0.5,0.0,67.33333333333333
162,6,6,1,18,20,47,1.1914893617021276,3.0,1.0,1.0,224.58430665031318,15.815252375833058,3.208861909444025,272.17243112849076,fire,4,0.6,1.0,0.08888888888888889,18,0,0.5,0.6666666666666666,67.33333333333333
163,6,6,1,19,20,46,1.2173913043478262,2.0,1.0,1.0,193.49296748679967,15.989334089821725,3.0562707950312795,240.84085645784054,fire,4,0.6,1.0,0.07272727272727272,18,0,0.5,0.0,67.33333333333333
164,6,6,1,20,20,44,1.2727272727272727,4.0,1.0,1.0,190.26661168590286,16.814991010823725,3.742762473866999,236.72438537552569,fire,4,0.6,1.0,0.07474747474747474,18,0,0.5,0.0,67.33333333333333
165,6,6,1,21,20,43,1.302325581395349,6.0,1.0,1.0,179.4944208801507,17.298429707376528,3.8966024894077034,225.7124226498804,fire,4,0.6,1.0,0.10505050505050505,18,0,0.5,0.0,67.33333333333333
166,6,6,1,22,20,46,1.2173913043478262,5.0,1.0,1.0,143.9935855756443,18.429723373858266,4.330967173984227,196.00869265127474,fire,4,0.6,1.0,0.07878787878787878,18,0,0.5,0.3333333333333333,67.33333333333333
167,6,6,1,23,20,48,1.1666666666666667,4.0,1.0,1.0,123.17655594965963,18.32630988267046,4.776340795010341,168.30827285081256,fire,4,0.6,1.0,0.09292929292929293,18,0,0.5,0.0,67.33333333333333
168,7,0,0,0,20,48,1.1666666666666667,3.0,1.0,1.0,40.05971112646626,21.72584992473572,4.388567740201262,79.42860126924381,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
169,7,0,0,1,20,49,1.1428571428571428,3.0,1.0,1.0,42.72078174826549,22.664453594242463,4.974569872460689,85.63399053173679,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
170,7,0,0,2,20,45,1.2444444444444445,4.0,1.0,1.0,43.302260977636,25.57733765123459,3.960322574311489,87.84691664049068,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
171,7,0,0,3,20,46,1.2173913043478262,3.0,1.0,1.0,40.97062244042512,25.26493844000573,4.274559700831538,83.22887032397736,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
172,7,0,0,4,20,47,1.1914893617021276,3.0,1.0526315789473684,2.0,44.11899586059194,27.764920397269425,3.883278993445812,91.28916550327573,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
173,7,0,0,5,20,49,1.1428571428571428,2.0,1.0526315789473684,2.0,46.32220565461724,26.930704295654493,3.5730092497370602,90.48207505628908,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
174,7,0,0,6,20,46,1.2173913043478262,3.0,1.0526315789473684,2.0,58.25326421808371,28.260906417793695,2.624665927084409,104.31482978074501,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
175,7,0,0,7,20,48,1.1666666666666667,2.0,1.0526315789473684,2.0,65.30900753616315,27.37737654131918,2.9264742000972856,107.60183294419775,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
176,7,0,0,8,20,49,1.1428571428571428,2.0,1.0526315789473684,2.0,75.60500008944783,25.95084908388751,2.431802985403692,123.71642066843638,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
177,7,0,0,9,20,44,1.2727272727272727,3.0,1.0526315789473684,2.0,82.45661810117058,24.577097160812308,2.4482767387071904,125.74052162888651,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
178,7,0,0,10,20,50,1.12,2.0,1.0526315789473684,2.0,73.18159905247677,24.56406473055284,1.8207027286289632,120.32623409988369,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
179,7,0,0,11,20,47,1.1914893617021276,2.0,1.0526315789473684,2.0,63.10692654637331,23.644296389544756,1.596201789004961,108.28812912345418,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
180,7,0,0,12,20,48,1.1666666666666667,3.0,1.0526315789473684,2.0,62.6429376511616,22.246241415113648,0.9869494822030124,109.65363256343664,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
181,7,0,0,13,20,49,1.1428571428571428,3.0,1.1111111111111112,2.0,64.08094357872942,20.583778079887228,1.4959162596605937,108.4996717389973,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
182,7,0,0,14,20,46,1.2173913043478262,2.0,1.0526315789473684,2.0,60.75150937918712,18.56819225575251,1.467470476702648,101.62174133293735,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
183,7,0,0,15,20,47,1.1914893617021276,3.0,1.0526315789473684,2.0,73.28621248299837,18.083961517452295,1.428564746948826,116.22757206315518,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
184,7,0,0,16,20,48,1.1666666666666667,2.0,1.0,1.0,74.30258309502825,17.00867136474447,2.544807295183653,115.89927164862871,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
185,7,0,0,17,20,43,1.302325581395349,4.0,1.0,1.0,89.64292002071242,14.731745657200273,2.2278983423255085,127.7507788838378,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
186,7,0,0,18,20,41,1.3658536585365855,3.0,1.0,1.0,84.94757778184056,16.4141272163753,2.7822768560539597,121.76556002736197,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
187,7,0,0,19,20,42,1.3333333333333333,5.0,1.0,1.0,91.88243121703037,15.715230799872032,2.966230238599314,126.48234900311691,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
188,7,0,0,20,20,43,1.302325581395349,4.0,1.0,1.0,73.99182592028048,16.0231489749115,4.0660925389823515,115.86398262777081,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
189,7,0,0,21,20,41,1.3658536585365855,3.0,1.0526315789473684,2.0,58.13707879254023,18.152013633585426,4.116111008888283,98.02867449598192,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
190,7,0,0,22,20,44,1.2727272727272727,3.0,1.0526315789473684,2.0,53.292944567162046,18.539489739009777,4.335641050070266,91.6958712156976,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
191,7,0,0,23,20,44,1.2727272727272727,3.0,1.0526315789473684,2.0,45.33913683283932,21.36650439041341,4.237935811895836,89.58466137816241,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
192,8,1,0,0,20,45,1.2444444444444445,3.0,1.0,1.0,41.2760738117752,21.498426353769787,5.0437345673990785,79.84149575613276,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
193,8,1,0,1,20,45,1.2444444444444445,3.0,1.0,1.0,41.195930363391184,24.058840461859543,4.740655074321621,79.64299854054886,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
194,8,1,0,2,20,42,1.3333333333333333,3.0,1.0526315789473684,2.0,41.319891742040596,24.418290259340104,4.224782515011206,85.16564896865906,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
195,8,1,0,3,20,50,1.12,3.0,1.0526315789473684,2.0,44.45587454715898,26.384801487865886,3.6600568641667905,90.10980214602803,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
196,8,1,0,4,20,45,1.2444444444444445,4.0,1.0526315789473684,2.0,48.02551800875832,27.643984781051465,4.074234217666387,93.22801914808936,none,-1,0.0,0.0,0.0,18,0,0.5,1.3333333333333333,67.33333333333333
197,8,1,0,5,20,50,1.12,3.0,1.0526315789473684,2.0,50.161547632505616,27.739422388567494,2.889940287598984,96.7016234787603,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
198,8,1,0,6,20,46,1.2173913043478262,3.0,1.0526315789473684,2.0,56.24818065846854,28.2172630697563,2.616975427253907,104.87441133697064,none,-1,0.0,0.0,0.0,18,0,0.5,1.0,67.33333333333333
199,8,1,0,7,20,43,1.302325581395349,3.0,1.0526315789473684,2.0,68.91721191450671,27.763910834649085,2.8162216415580064,114.29505993033706,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
200,8,1,0,8,20,44,1.2727272727272727,4.0,1.0526315789473684,2.0,86.36313951126596,27.94677946748743,2.0951865815347883,131.138862134955,none,-1,0.0,0.0,0.0,18,0,0.5,1.0,67.33333333333333
201,8,1,0,9,20,44,1.2727272727272727,3.0,1.0526315789473684,2.0,82.46773440560166,25.895043705173432,1.846588191179587,126.67458337395266,none,-1,0.0,0.0,0.0,18,0,0.5,1.0,67.33333333333333
202,8,1,0,10,20,42,1.3333333333333333,3.0,1.1111111111111112,2.0,74.7575566525118,26.004604900458816,1.4325797036574908,120.15062187273821,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
203,8,1,0,11,20,45,1.2444444444444445,3.0,1.1764705882352942,2.0,69.08200357761949,24.710496578098113,1.6100776935198702,111.67143146098672,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
204,8,1,0,12,20,47,1.1914893617021276,3.0,1.1111111111111112,2.0,63.79251049763852,22.213640212695406,1.7668892386870312,110.12432505797051,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
205,8,1,0,13,20,47,1.1914893617021276,3.0,1.1764705882352942,2.0,65.64389987439434,20.033254969304576,1.9739154926220714,107.4960532047175,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
206,8,1,0,14,20,45,1.2444444444444445,3.0,1.1111111111111112,2.0,66.7986008151976,18.64359798287938,2.136977237458652,107.24776603078101,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
207,8,1,0,15,20,44,1.2727272727272727,3.0,1.1111111111111112,2.0,69.62536964724963,17.42120985920403,1.854804445562026,108.92077558158172,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
208,8,1,0,16,20,49,1.1428571428571428,3.0,1.1111111111111112,2.0,82.53775086518822,16.000534963891713,2.0196607304687606,122.44812984839227,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
209,8,1,0,17,20,47,1.1914893617021276,3.0,1.0526315789473684,2.0,90.33778340344598,17.44484543651685,2.3122652201245817,129.2879571827076,none,-1,0.0,0.0,0.0,18,0,0.5,0.0,67.33333333333333
210,8,1,0,18,20,48,1.1666666666666667,3.0,1.0526315789473684,2.0,91.36856840666674,15.960429032278054,3.202445847649981,129.21928209021445,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
211,8,1,0,19,20,47,1.1914893617021276,3.0,1.0526315789473684,2.0,86.32062603482585,16.337606808836036,3.535963946856225,128.2433364427962,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
212,8,1,0,20,20,49,1.1428571428571428,2.0,1.0526315789473684,2.0,69.08016110284265,16.293655589892314,3.5907009134994547,105.73158792222166,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
213,8,1,0,21,20,49,1.1428571428571428,3.0,1.0526315789473684,2.0,63.728727929171065,17.247449611035503,4.417365131112087,99.81911202150374,none,-1,0.0,0.0,0.0,18,0,0.5,1.0,67.33333333333333
214,8,1,0,22,20,47,1.1914893617021276,3.0,1.0526315789473684,2.0,51.2450476934119,18.334115541516613,4.440462772592579,90.92768205593835,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
215,8,1,0,23,20,47,1.1914893617021276,3.0,1.0526315789473684,2.0,47.87361125015806,20.60942414606591,3.994165504934433,92.01620450628236,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
216,9,2,0,0,20,42,1.3333333333333333,2.0,1.0526315789473684,2.0,38.42497340010554,21.50976904761249,4.383689532019205,79.98910803503044,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
217,9,2,0,1,20,44,1.2727272727272727,2.0,1.0526315789473684,2.0,38.516182695618745,24.07974968875339,5.0519501010635075,78.15452123887366,none,-1,0.0,0.0,0.0,18,0,0.5,1.0,67.33333333333333
218,9,2,0,2,20,47,1.1914893617021276,3.0,1.0526315789473684,2.0,42.79042731670216,23.89654461758838,4.079759093694082,88.8555066676657,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
219,9,2,0,3,20,48,1.1666666666666667,3.0,1.0526315789473684,2.0,43.4245286106986,25.828551647890347,4.12779655727149,89.23131764176514,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
220,9,2,0,4,20,50,1.12,3.0,1.0526315789473684,2.0,44.963373653912434,29.21769836340553,3.590739368123904,93.12807783622976,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
221,9,2,0,5,20,45,1.2444444444444445,4.0,1.0526315789473684,2.0,52.21833657599763,28.341068149435458,3.9422407653745912,96.16883782321379,none,-1,0.0,0.0,0.0,18,0,0.5,1.3333333333333333,67.33333333333333
222,9,2,0,6,20,46,1.2173913043478262,2.0,1.1111111111111112,2.0,53.98761716446973,28.472523864553846,3.3326110741748725,100.63049477528565,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
223,9,2,0,7,20,45,1.2444444444444445,4.0,1.1764705882352942,2.0,76.91340507801483,28.648894709405734,2.9625601094799205,123.38195051429864,none,-1,0.0,0.0,0.0,18,0,0.5,1.0,67.33333333333333
224,9,2,0,8,20,46,1.2173913043478262,4.0,1.1764705882352942,2.0,89.05534401471348,27.062457958453148,2.2940141059299974,132.1826347796646,none,-1,0.0,0.0,0.0,18,0,0.5,1.0,67.33333333333333
225,9,2,0,9,20,47,1.1914893617021276,3.0,1.0526315789473684,2.0,83.9999153935591,26.537579334217604,1.8213381845219705,132.03835088768028,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
226,9,2,0,10,20,44,1.2727272727272727,4.0,1.0526315789473684,2.0,80.14973863557722,25.15287925441592,1.7148928587701866,126.72501385174925,none,-1,0.0,0.0,0.0,18,0,0.5,1.0,67.33333333333333
227,9,2,0,11,20,47,1.1914893617021276,3.0,1.0526315789473684,2.0,68.29611314684033,24.069301615527987,2.200087677558036,113.03758374927372,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
228,9,2,0,12,20,47,1.1914893617021276,3.0,1.1111111111111112,2.0,63.614930975976144,22.199506946968604,1.9732359839290423,108.0447787252643,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
229,9,2,0,13,20,45,1.2444444444444445,3.0,1.0526315789473684,2.0,61.660728462001906,20.933402937158107,1.607093997513305,105.90789324411409,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
230,9,2,0,14,20,44,1.2727272727272727,3.0,1.0526315789473684,2.0,64.73062299112557,19.858905399887817,1.3930073045000237,106.7874364944292,none,-1,0.0,0.0,0.0,18,0,0.5,1.0,67.33333333333333
231,9,2,0,15,20,46,1.2173913043478262,3.0,1.0526315789473684,2.0,71.19164722148832,18.71339661602059,1.4823837567850457,114.3070427384982,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
232,9,2,0,16,20,49,1.1428571428571428,3.0,1.0526315789473684,2.0,81.79522660227838,18.05626680068084,2.230274921678103,125.83028627673514,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
233,9,2,0,17,20,50,1.12,2.0,1.0526315789473684,2.0,85.06182563703419,15.046033921932594,1.9521296453601944,122.95653713096387,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
234,9,2,0,18,20,49,1.1428571428571428,2.0,1.0526315789473684,2.0,86.53328740255581,15.18301374629543,3.2125069341898054,122.28911223671334,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
235,9,2,0,19,20,47,1.1914893617021276,2.0,1.1111111111111112,2.0,80.47955605582426,15.180201523328874,3.649965766137824,116.76639213748464,none,-1,0.0,0.0,0.0,18,0,0.5,0.6666666666666666,67.33333333333333
236,9,2,0,20,20,46,1.2173913043478262,3.0,1.1111111111111112,2.0,72.33955320480501,18.2811571741315,3.428974570102154,109.90703653841116,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
237,9,2,0,21,20,46,1.2173913043478262,4.0,1.1111111111111112,2.0,65.5128207492324,17.72089049979632,4.133662006576628,104.07392106916474,none,-1,0.0,0.0,0.0,18,0,0.5,0.3333333333333333,67.33333333333333
238,9,2,0,22,20,44,1.2727272727272727,3.0,1.1111111111111112,2.0,50.79236751111522,17.998768460647643,4.732167486898636,90.81519547305412,none,-1,0.0,0.0,0.0,18,0,0.5,1.6666666666666667,67.33333333333333
239,9,2,0,23,20,46,1.2173913043478262,3.0,1.1111111111111112,2.0,46.69784499823106,20.721266006487035,4.5859147051797375,87.31760264363443,none,-1,0.0,0.0,0.0,18,0,0.5,1.0,67.33333333333333
240,10,3,0,0,20,45,1.2444444444444445,5.0,1.1111111111111112,2.0,109.7504904973004,22.514178207894034,4.89874575903973,155.72577828749056,earthquake,0,0.5,0.5,0.046464646464646465,18,3,0.5,1.6666666666666667,67.33333333333333
241,10,3,0,1,20,45,1.2444444444444445,3.0,1.1111111111111112,3.0,97.8665121115148,23.481125715185346,4.880923904068444,147.18020826860314,earthquake,0,0.5,0.5,0.04040404040404041,18,3,0.5,0.3333333333333333,67.33333333333333
